,맥주,년,평점
531,Hite Prime Max, 2005,2.25
532,Hite Prime Max, 2006,1.7625
533,Hite Prime Max, 2007,1.9
534,Hite Prime Max, 2008,2.011111111111111
535,Hite Prime Max, 2009,1.5125
536,Hite Prime Max, 2010,1.7333333333333334
537,Hite Prime Max, 2011,1.5285714285714285
538,Hite Prime Max, 2012,2.0
539,Hite Prime Max, 2013,1.7399999999999998
540,Hite Prime Max, 2014,1.7999999999999998
541,Hite Prime Max, 2015,2.161538461538462
542,Hite Prime Max, 2016,1.8999999999999997
543,Hite Prime Max, 2017,2.5
544,Hite Prime Max, 2018,1.9833333333333334
545,Hite Prime Max, 2019,2.44
546,Hoegaarden, 2000,4.090909090909091
547,Hoegaarden, 2001,4.082352941176471
548,Hoegaarden, 2002,3.6566037735849055
549,Hoegaarden, 2003,3.6360975609756094
550,Hoegaarden, 2004,3.5849056603773586
551,Hoegaarden, 2005,3.5781132075471698
552,Hoegaarden, 2006,3.556272401433692
553,Hoegaarden, 2007,3.492391304347826
554,Hoegaarden, 2008,3.54564705882353
555,Hoegaarden, 2009,3.436501901140684
556,Hoegaarden, 2010,3.428444444444444
557,Hoegaarden, 2011,3.48
558,Hoegaarden, 2012,3.5114754098360654
559,Hoegaarden, 2013,3.48006230529595
560,Hoegaarden, 2014,3.456711409395973
561,Hoegaarden, 2015,3.5137037037037038
562,Hoegaarden, 2016,3.506829268292683
563,Hoegaarden, 2017,3.414857142857143
564,Hoegaarden, 2018,3.4262135922330095
565,Hoegaarden, 2019,3.525
566,Hoegaarden, 2020,3.5142857142857142
567,Hoegaarden, 2021,3.6666666666666665
568,Hoegaarden Cherry, 2017,2.05
569,Hoegaarden Cherry, 2018,3.6
570,Hoegaarden Rosée, 2007,2.3205128205128207
571,Hoegaarden Rosée, 2008,2.605357142857143
572,Hoegaarden Rosée, 2009,2.188
573,Hoegaarden Rosée, 2010,2.625
574,Hoegaarden Rosée, 2011,2.428888888888889
575,Hoegaarden Rosée, 2012,2.526666666666667
576,Hoegaarden Rosée, 2013,2.3925925925925924
577,Hoegaarden Rosée, 2014,2.498076923076923
578,Hoegaarden Rosée, 2015,2.484
579,Hoegaarden Rosée, 2016,2.592857142857143
580,Hoegaarden Rosée, 2017,2.7348837209302324
581,Hoegaarden Rosée, 2018,2.48
582,Hoegaarden Rosée, 2019,2.8347826086956522
583,Hoegaarden Rosée, 2020,2.853846153846154
584,Holsten Premium Bier, 2001,2.8363636363636364
585,Holsten Premium Bier, 2002,2.476
586,Holsten Premium Bier, 2003,2.4466666666666668
587,Holsten Premium Bier, 2004,2.466666666666667
588,Holsten Premium Bier, 2005,2.2869565217391306
589,Holsten Premium Bier, 2006,2.341379310344828
590,Holsten Premium Bier, 2007,2.3205128205128207
591,Holsten Premium Bier, 2008,2.4709677419354836
592,Holsten Premium Bier, 2009,2.26
593,Holsten Premium Bier, 2010,2.4318181818181817
594,Holsten Premium Bier, 2011,2.283333333333333
595,Holsten Premium Bier, 2012,2.3275862068965516
596,Holsten Premium Bier, 2013,2.2666666666666666
597,Holsten Premium Bier, 2014,2.231034482758621
598,Holsten Premium Bier, 2015,2.3684210526315788
599,Holsten Premium Bier, 2016,2.3583333333333334
600,Holsten Premium Bier, 2017,2.5933333333333333
601,Holsten Premium Bier, 2018,2.2916666666666665
602,Holsten Premium Bier, 2019,2.4222222222222225
603,Holsten Premium Bier, 2020,2.3333333333333335
604,Jeju Wit Ale, 2017,3.55
605,Jeju Wit Ale, 2018,3.2
606,Jeju Wit Ale, 2019,2.4
607,Jeju Wit Ale, 2020,3.2
608,Kirin Ichiban, 2000,2.1333333333333333
609,Kirin Ichiban, 2001,2.5285714285714285
610,Kirin Ichiban, 2002,2.282608695652174
611,Kirin Ichiban, 2003,2.216666666666667
612,Kirin Ichiban, 2004,2.10379746835443
613,Kirin Ichiban, 2005,2.0561643835616437
614,Kirin Ichiban, 2006,2.1581395348837207
615,Kirin Ichiban, 2007,2.130188679245283
616,Kirin Ichiban, 2008,2.15
617,Kirin Ichiban, 2009,2.0373831775700935
618,Kirin Ichiban, 2010,2.0816326530612246
619,Kirin Ichiban, 2011,2.2550458715596333
620,Kirin Ichiban, 2012,2.261585365853658
621,Kirin Ichiban, 2013,2.13416149068323
622,Kirin Ichiban, 2014,2.2625
623,Kirin Ichiban, 2015,2.3019417475728154
624,Kirin Ichiban, 2016,2.3666666666666667
625,Kirin Ichiban, 2017,2.623684210526316
626,Kirin Ichiban, 2018,2.453623188405797
627,Kirin Ichiban, 2019,2.4065217391304348
628,Kirin Ichiban, 2020,2.396
629,Kirin Ichiban, 2021,2.8
630,Kloud Fitz Super Clear, 2017,2.566666666666667
631,Kloud Fitz Super Clear, 2018,1.9214285714285713
632,Kloud Fitz Super Clear, 2019,1.8800000000000001
633,Kloud Fitz Super Clear, 2020,1.7
634,Kloud Original Gravity, 2014,2.2857142857142856
635,Kloud Original Gravity, 2015,2.3846153846153846
636,Kloud Original Gravity, 2016,2.323529411764706
637,Kloud Original Gravity, 2017,2.268421052631579
638,Kloud Original Gravity, 2018,2.02
639,Kloud Original Gravity, 2019,2.50625
640,Kloud Original Gravity, 2020,2.5285714285714285
641,Kozel Černý (Dark) 10°, 2000,2.0
642,Kozel Černý (Dark) 10°, 2001,3.442857142857143
643,Kozel Černý (Dark) 10°, 2002,3.553846153846154
644,Kozel Černý (Dark) 10°, 2003,3.3083333333333336
645,Kozel Černý (Dark) 10°, 2004,3.2636363636363637
646,Kozel Černý (Dark) 10°, 2005,3.217948717948718
647,Kozel Černý (Dark) 10°, 2006,3.1666666666666665
648,Kozel Černý (Dark) 10°, 2007,3.0568627450980395
649,Kozel Černý (Dark) 10°, 2008,3.0145454545454546
650,Kozel Černý (Dark) 10°, 2009,3.028205128205128
651,Kozel Černý (Dark) 10°, 2010,3.18125
652,Kozel Černý (Dark) 10°, 2011,2.8833333333333333
653,Kozel Černý (Dark) 10°, 2012,3.0359375
654,Kozel Černý (Dark) 10°, 2013,3.0183098591549298
655,Kozel Černý (Dark) 10°, 2014,3.0089887640449438
656,Kozel Černý (Dark) 10°, 2015,2.8467889908256883
657,Kozel Černý (Dark) 10°, 2016,2.9367816091954024
658,Kozel Černý (Dark) 10°, 2017,2.778048780487805
659,Kozel Černý (Dark) 10°, 2018,3.0171875
660,Kozel Černý (Dark) 10°, 2019,2.9539682539682537
661,Kozel Černý (Dark) 10°, 2020,2.9433333333333334
662,Kozel Černý (Dark) 10°, 2021,3.8
663,Krombacher Weizen, 2007,3.0555555555555554
664,Krombacher Weizen, 2008,2.9705882352941178
665,Krombacher Weizen, 2009,3.1954545454545453
666,Krombacher Weizen, 2010,3.0823529411764703
667,Krombacher Weizen, 2011,3.01
668,Krombacher Weizen, 2012,3.1346153846153846
669,Krombacher Weizen, 2013,3.206382978723404
670,Krombacher Weizen, 2014,3.2
671,Krombacher Weizen, 2015,3.120833333333333
672,Krombacher Weizen, 2016,3.130357142857143
673,Krombacher Weizen, 2017,3.2157894736842105
674,Krombacher Weizen, 2018,3.070967741935484
675,Krombacher Weizen, 2019,3.0461538461538464
676,Krombacher Weizen, 2020,3.2700000000000005
677,Kronenbourg 1664 Blanc, 2004,3.2222222222222223
678,Kronenbourg 1664 Blanc, 2005,2.664516129032258
679,Kronenbourg 1664 Blanc, 2006,2.7025
680,Kronenbourg 1664 Blanc, 2007,2.3913793103448273
681,Kronenbourg 1664 Blanc, 2008,2.7282051282051283
682,Kronenbourg 1664 Blanc, 2009,2.4272727272727272
683,Kronenbourg 1664 Blanc, 2010,2.835
684,Kronenbourg 1664 Blanc, 2011,2.8046511627906976
685,Kronenbourg 1664 Blanc, 2012,2.8249999999999997
686,Kronenbourg 1664 Blanc, 2013,2.8262626262626265
687,Kronenbourg 1664 Blanc, 2014,2.7731707317073173
688,Kronenbourg 1664 Blanc, 2015,2.8113636363636365
689,Kronenbourg 1664 Blanc, 2016,2.8208955223880596
690,Kronenbourg 1664 Blanc, 2017,2.8615384615384616
691,Kronenbourg 1664 Blanc, 2018,2.8559322033898304
692,Kronenbourg 1664 Blanc, 2019,2.9078651685393258
693,Kronenbourg 1664 Blanc, 2020,3.0441176470588234
694,Kronenbourg 1664 Blanc, 2021,2.05
695,Lapin Kulta IV A, 2001,1.6333333333333335
696,Lapin Kulta IV A, 2002,2.5357142857142856
697,Lapin Kulta IV A, 2003,1.7400000000000002
698,Lapin Kulta IV A, 2004,2.1636363636363636
699,Lapin Kulta IV A, 2005,2.1928571428571426
700,Lapin Kulta IV A, 2006,1.935
701,Lapin Kulta IV A, 2007,2.285
702,Lapin Kulta IV A, 2008,2.1944444444444446
703,Lapin Kulta IV A, 2009,2.2
704,Lapin Kulta IV A, 2010,2.216666666666667
705,Lapin Kulta IV A, 2011,2.3249999999999997
706,Lapin Kulta IV A, 2012,2.161764705882353
707,Lapin Kulta IV A, 2013,2.2090909090909094
708,Lapin Kulta IV A, 2014,2.1125000000000003
709,Lapin Kulta IV A, 2015,2.3227272727272728
710,Lapin Kulta IV A, 2016,1.9642857142857142
711,Lapin Kulta IV A, 2017,2.413333333333333
712,Lapin Kulta IV A, 2018,2.3884615384615384
713,Lapin Kulta IV A, 2019,2.38
714,Lapin Kulta IV A, 2020,2.3333333333333335
715,Leffe Brune / Bruin / Brown, 2000,3.05
716,Leffe Brune / Bruin / Brown, 2001,3.84
717,Leffe Brune / Bruin / Brown, 2002,3.5357142857142856
718,Leffe Brune / Bruin / Brown, 2003,3.3365384615384617
719,Leffe Brune / Bruin / Brown, 2004,3.483695652173913
720,Leffe Brune / Bruin / Brown, 2005,3.4408602150537635
721,Leffe Brune / Bruin / Brown, 2006,3.428421052631579
722,Leffe Brune / Bruin / Brown, 2007,3.5239436619718307
723,Leffe Brune / Bruin / Brown, 2008,3.4595419847328244
724,Leffe Brune / Bruin / Brown, 2009,3.4285714285714284
725,Leffe Brune / Bruin / Brown, 2010,3.451851851851852
726,Leffe Brune / Bruin / Brown, 2011,3.5094890510948904
727,Leffe Brune / Bruin / Brown, 2012,3.5781659388646285
728,Leffe Brune / Bruin / Brown, 2013,3.48744769874477
729,Leffe Brune / Bruin / Brown, 2014,3.473568281938326
730,Leffe Brune / Bruin / Brown, 2015,3.485416666666667
731,Leffe Brune / Bruin / Brown, 2016,3.4690322580645163
732,Leffe Brune / Bruin / Brown, 2017,3.457692307692308
733,Leffe Brune / Bruin / Brown, 2018,3.504854368932039
734,Leffe Brune / Bruin / Brown, 2019,3.3689655172413797
735,Leffe Brune / Bruin / Brown, 2020,3.575
736,Leffe Brune / Bruin / Brown, 2021,3.733333333333333
737,Löwenbräu Original (4.2%), 2014,1.8909090909090909
738,Löwenbräu Original (4.2%), 2015,1.625
739,Löwenbräu Original (4.2%), 2016,2.275
740,Löwenbräu Original (4.2%), 2017,1.9333333333333333
741,Löwenbräu Original (4.2%), 2019,1.7
742,Mallaskosken Kuohu Amber Lager Special Edition, 2014,3.1333333333333333
743,Miller Genuine Draft (MGD), 2000,1.64375
744,Miller Genuine Draft (MGD), 2001,1.7613207547169811
745,Miller Genuine Draft (MGD), 2002,1.78984375
746,Miller Genuine Draft (MGD), 2003,1.6918238993710693
747,Miller Genuine Draft (MGD), 2004,1.5678571428571426
748,Miller Genuine Draft (MGD), 2005,1.4631578947368422
749,Miller Genuine Draft (MGD), 2006,1.545
750,Miller Genuine Draft (MGD), 2007,1.5848039215686276
751,Miller Genuine Draft (MGD), 2008,1.5746192893401014
752,Miller Genuine Draft (MGD), 2009,1.6405405405405404
753,Miller Genuine Draft (MGD), 2010,1.6698795180722892
754,Miller Genuine Draft (MGD), 2011,1.5483146067415732
755,Miller Genuine Draft (MGD), 2012,1.6008064516129032
756,Miller Genuine Draft (MGD), 2013,1.7104761904761905
757,Miller Genuine Draft (MGD), 2014,1.6876106194690264
758,Miller Genuine Draft (MGD), 2015,1.8324675324675324
759,Miller Genuine Draft (MGD), 2016,1.8655737704918032
760,Miller Genuine Draft (MGD), 2017,1.9540983606557378
761,Miller Genuine Draft (MGD), 2018,2.1
762,Miller Genuine Draft (MGD), 2019,2.121212121212121
763,Miller Genuine Draft (MGD), 2020,1.9275862068965517
764,Miller Genuine Draft (MGD), 2021,2.4
765,OB Premier Pilsner, 2014,1.8
766,OB Premier Pilsner, 2015,2.4
767,OB Premier Pilsner, 2016,2.13
768,OB Premier Pilsner, 2017,2.19375
769,OB Premier Pilsner, 2018,2.16
770,OB Premier Pilsner, 2019,3.0
771,Paulaner Hefe-Weissbier, 2000,3.92
772,Paulaner Hefe-Weissbier, 2001,3.7563636363636363
773,Paulaner Hefe-Weissbier, 2002,3.585714285714286
774,Paulaner Hefe-Weissbier, 2003,3.585714285714286
775,Paulaner Hefe-Weissbier, 2004,3.5293706293706295
776,Paulaner Hefe-Weissbier, 2005,3.663265306122449
777,Paulaner Hefe-Weissbier, 2006,3.7047872340425534
778,Paulaner Hefe-Weissbier, 2007,3.614930555555555
779,Paulaner Hefe-Weissbier, 2008,3.6320833333333336
780,Paulaner Hefe-Weissbier, 2009,3.470114942528735
781,Paulaner Hefe-Weissbier, 2010,3.62125
782,Paulaner Hefe-Weissbier, 2011,3.547096774193548
783,Paulaner Hefe-Weissbier, 2012,3.6107981220657277
784,Paulaner Hefe-Weissbier, 2013,3.6423076923076922
785,Paulaner Hefe-Weissbier, 2014,3.5492700729927007
786,Paulaner Hefe-Weissbier, 2015,3.5719298245614035
787,Paulaner Hefe-Weissbier, 2016,3.571069182389937
788,Paulaner Hefe-Weissbier, 2017,3.5954081632653065
789,Paulaner Hefe-Weissbier, 2018,3.6376923076923076
790,Paulaner Hefe-Weissbier, 2019,3.6541176470588237
791,Paulaner Hefe-Weissbier, 2020,3.5517241379310347
792,Paulaner Hefe-Weissbier, 2021,3.8499999999999996
793,Peroni Nastro Azzurro, 2001,2.5444444444444443
794,Peroni Nastro Azzurro, 2002,2.259259259259259
795,Peroni Nastro Azzurro, 2003,2.282051282051282
796,Peroni Nastro Azzurro, 2004,2.03125
797,Peroni Nastro Azzurro, 2005,2.045263157894737
798,Peroni Nastro Azzurro, 2006,2.1666666666666665
799,Peroni Nastro Azzurro, 2007,2.072380952380952
800,Peroni Nastro Azzurro, 2008,2.062809917355372
801,Peroni Nastro Azzurro, 2009,2.0615384615384618
802,Peroni Nastro Azzurro, 2010,2.083720930232558
803,Peroni Nastro Azzurro, 2011,2.118072289156627
804,Peroni Nastro Azzurro, 2012,2.2419847328244273
805,Peroni Nastro Azzurro, 2013,2.1075342465753426
806,Peroni Nastro Azzurro, 2014,2.1104000000000003
807,Peroni Nastro Azzurro, 2015,2.209090909090909
808,Peroni Nastro Azzurro, 2016,2.3659090909090907
809,Peroni Nastro Azzurro, 2017,2.493181818181818
810,Peroni Nastro Azzurro, 2018,2.353125
811,Peroni Nastro Azzurro, 2019,2.3578947368421055
812,Peroni Nastro Azzurro, 2020,2.602777777777778
813,Peroni Nastro Azzurro, 2021,2.8
814,Pilsner Urquell, 2000,3.408333333333333
815,Pilsner Urquell, 2001,3.4512500000000004
816,Pilsner Urquell, 2002,3.4804347826086954
817,Pilsner Urquell, 2003,3.305314009661836
818,Pilsner Urquell, 2004,3.3731481481481485
819,Pilsner Urquell, 2005,3.331687242798354
820,Pilsner Urquell, 2006,3.1991769547325104
821,Pilsner Urquell, 2007,3.2513071895424837
822,Pilsner Urquell, 2008,3.2849840255591056
823,Pilsner Urquell, 2009,3.203755868544601
824,Pilsner Urquell, 2010,3.2046666666666668
825,Pilsner Urquell, 2011,3.2502732240437155
826,Pilsner Urquell, 2012,3.246825396825397
827,Pilsner Urquell, 2013,3.3241877256317687
828,Pilsner Urquell, 2014,3.272623574144487
829,Pilsner Urquell, 2015,3.2840000000000003
830,Pilsner Urquell, 2016,3.245161290322581
831,Pilsner Urquell, 2017,3.233920704845815
832,Pilsner Urquell, 2018,3.3476190476190477
833,Pilsner Urquell, 2019,3.401010101010101
834,Pilsner Urquell, 2020,3.3707692307692305
835,Pilsner Urquell, 2021,3.1
836,Platinum Pale Ale, 2016,3.3
837,Platinum Pale Ale, 2017,3.0
838,Platinum Pale Ale, 2018,2.1
839,Platinum Pale Ale, 2019,3.0
840,Platinum White Ale, 2017,4.1
841,Red Rock, 2003,1.2
842,Red Rock, 2004,1.2
843,Red Rock, 2005,1.1
844,Red Rock, 2006,2.066666666666667
845,Red Rock, 2007,2.8
846,Red Rock, 2008,1.9
847,Red Rock, 2011,2.1
848,Red Rock, 2012,2.2
849,Red Rock, 2013,2.0
850,Red Rock, 2018,1.45
851,Reeper B. Blondes Weissbier, 2018,2.5
852,Reeper B. Blondes Weissbier, 2019,2.733333333333333
853,Reeper B. Blondes Weissbier, 2020,3.0999999999999996
854,Reeper B. Exotisches IPA, 2018,2.575
855,Reeper B. Exotisches IPA, 2019,2.6
856,Reeper B. Exotisches IPA, 2020,2.4000000000000004
857,Reeper B. Exotisches IPA, 2021,2.6
858,San Miguel, 2002,2.475
859,San Miguel, 2003,2.2714285714285714
860,San Miguel, 2004,1.9666666666666668
861,San Miguel, 2005,1.8909090909090909
862,San Miguel, 2006,1.6666666666666667
863,San Miguel, 2007,1.7777777777777777
864,San Miguel, 2008,1.8611111111111112
865,San Miguel, 2009,1.9899999999999998
866,San Miguel, 2010,2.2444444444444445
867,San Miguel, 2011,2.092857142857143
868,San Miguel, 2012,1.955
869,San Miguel, 2013,1.8076923076923077
870,San Miguel, 2014,1.9833333333333334
871,San Miguel, 2015,1.9454545454545455
872,San Miguel, 2016,2.21
873,San Miguel, 2017,1.9421052631578946
874,San Miguel, 2018,2.0
875,San Miguel, 2019,1.875
876,San Miguel, 2020,2.5
877,San Miguel, 2021,2.5
878,Sapporo Premium Beer / Draft Beer, 2000,2.35
879,Sapporo Premium Beer / Draft Beer, 2001,2.4063829787234043
880,Sapporo Premium Beer / Draft Beer, 2002,2.364885496183206
881,Sapporo Premium Beer / Draft Beer, 2003,2.173394495412844
882,Sapporo Premium Beer / Draft Beer, 2004,2.158181818181818
883,Sapporo Premium Beer / Draft Beer, 2005,2.0373737373737373
884,Sapporo Premium Beer / Draft Beer, 2006,2.2550724637681157
885,Sapporo Premium Beer / Draft Beer, 2007,2.1991869918699187
886,Sapporo Premium Beer / Draft Beer, 2008,2.2238993710691823
887,Sapporo Premium Beer / Draft Beer, 2009,2.173684210526316
888,Sapporo Premium Beer / Draft Beer, 2010,2.093150684931507
889,Sapporo Premium Beer / Draft Beer, 2011,2.3013333333333335
890,Sapporo Premium Beer / Draft Beer, 2012,2.2684684684684684
891,Sapporo Premium Beer / Draft Beer, 2013,2.242
892,Sapporo Premium Beer / Draft Beer, 2014,2.31156462585034
893,Sapporo Premium Beer / Draft Beer, 2015,2.4680851063829787
894,Sapporo Premium Beer / Draft Beer, 2016,2.4014705882352945
895,Sapporo Premium Beer / Draft Beer, 2017,2.5142857142857142
896,Sapporo Premium Beer / Draft Beer, 2018,2.4979591836734696
897,Sapporo Premium Beer / Draft Beer, 2019,2.646666666666667
898,Sapporo Premium Beer / Draft Beer, 2020,2.574193548387097
899,Sapporo Premium Beer / Draft Beer, 2021,3.2
900,Sapporo Yebisu, 2000,2.9333333333333336
901,Sapporo Yebisu, 2001,2.9
902,Sapporo Yebisu, 2002,2.594871794871795
903,Sapporo Yebisu, 2003,2.248
904,Sapporo Yebisu, 2004,2.5933333333333333
905,Sapporo Yebisu, 2005,2.3400000000000003
906,Sapporo Yebisu, 2006,2.33125
907,Sapporo Yebisu, 2007,2.25
908,Sapporo Yebisu, 2008,2.435714285714286
909,Sapporo Yebisu, 2009,2.5413793103448277
910,Sapporo Yebisu, 2010,2.29
911,Sapporo Yebisu, 2011,2.555
912,Sapporo Yebisu, 2012,2.533333333333333
913,Sapporo Yebisu, 2013,2.341666666666667
914,Sapporo Yebisu, 2014,2.6411764705882352
915,Sapporo Yebisu, 2015,2.4941176470588236
916,Sapporo Yebisu, 2016,2.38
917,Sapporo Yebisu, 2017,2.81875
918,Sapporo Yebisu, 2018,2.625
919,Sapporo Yebisu, 2019,3.1142857142857143
920,Sapporo Yebisu, 2020,2.425
921,Schöfferhofer Grapefruit, 2007,2.429411764705882
922,Schöfferhofer Grapefruit, 2008,2.8350877192982455
923,Schöfferhofer Grapefruit, 2009,2.404
924,Schöfferhofer Grapefruit, 2010,2.707692307692308
925,Schöfferhofer Grapefruit, 2011,2.5782608695652174
926,Schöfferhofer Grapefruit, 2012,2.536
927,Schöfferhofer Grapefruit, 2013,2.875925925925926
928,Schöfferhofer Grapefruit, 2014,2.8666666666666667
929,Schöfferhofer Grapefruit, 2015,3.0
930,Schöfferhofer Grapefruit, 2016,2.937037037037037
931,Schöfferhofer Grapefruit, 2017,2.987878787878788
932,Schöfferhofer Grapefruit, 2018,2.9272727272727277
933,Schöfferhofer Grapefruit, 2019,3.0352941176470587
934,Schöfferhofer Grapefruit, 2020,2.9588235294117644
935,Schöfferhofer Grapefruit, 2021,2.5
936,Stella Artois, 2000,2.125
937,Stella Artois, 2001,3.0674418604651166
938,Stella Artois, 2002,2.8319148936170215
939,Stella Artois, 2003,2.6305732484076434
940,Stella Artois, 2004,2.6475
941,Stella Artois, 2005,2.480616740088106
942,Stella Artois, 2006,2.46875
943,Stella Artois, 2007,2.4927536231884058
944,Stella Artois, 2008,2.520807453416149
945,Stella Artois, 2009,2.5450236966824646
946,Stella Artois, 2010,2.435672514619883
947,Stella Artois, 2011,2.4015873015873015
948,Stella Artois, 2012,2.4879518072289155
949,Stella Artois, 2013,2.464489795918367
950,Stella Artois, 2014,2.459734513274336
951,Stella Artois, 2015,2.526900584795322
952,Stella Artois, 2016,2.5318181818181817
953,Stella Artois, 2017,2.71858407079646
954,Stella Artois, 2018,2.691578947368421
955,Stella Artois, 2019,2.9456140350877194
956,Stella Artois, 2020,2.5714285714285716
957,Stella Artois, 2021,3.2
958,Stephans Bräu Hefe-Weizen Naturtrüb, 2011,1.925
959,Stephans Bräu Hefe-Weizen Naturtrüb, 2012,2.575
960,Stephans Bräu Hefe-Weizen Naturtrüb, 2013,2.463636363636364
961,Stephans Bräu Hefe-Weizen Naturtrüb, 2014,2.8666666666666667
962,Stephans Bräu Hefe-Weizen Naturtrüb, 2015,2.7125
963,Stephans Bräu Hefe-Weizen Naturtrüb, 2016,2.733333333333333
964,Stephans Bräu Hefe-Weizen Naturtrüb, 2017,2.33
965,Stephans Bräu Hefe-Weizen Naturtrüb, 2018,2.76875
966,Stephans Bräu Hefe-Weizen Naturtrüb, 2019,2.685714285714286
967,Stephans Bräu Hefe-Weizen Naturtrüb, 2020,2.972727272727273
968,Stephans Bräu Premium Lager, 2016,2.05
969,Stephans Bräu Premium Lager, 2017,1.775
970,Stephans Bräu Premium Lager, 2018,2.1555555555555554
971,Stephans Bräu Premium Lager, 2019,1.8142857142857143
972,Stephans Bräu Premium Lager, 2020,2.3875
973,Stephans Bräu Premium Pilsener, 2011,2.316666666666667
974,Stephans Bräu Premium Pilsener, 2012,1.85
975,Stephans Bräu Premium Pilsener, 2013,2.075
976,Stephans Bräu Premium Pilsener, 2014,1.5714285714285714
977,Stephans Bräu Premium Pilsener, 2015,2.1166666666666667
978,Stephans Bräu Premium Pilsener, 2016,2.35
979,Stephans Bräu Premium Pilsener, 2017,2.2
980,Stephans Bräu Premium Pilsener, 2018,2.0
981,Stephans Bräu Premium Pilsener, 2019,2.0125
982,Stephans Bräu Premium Pilsener, 2020,2.3333333333333335
983,Stout, 2020,3.5
984,Suntory The Premium Malt's, 2002,2.6999999999999997
985,Suntory The Premium Malt's, 2003,2.95
986,Suntory The Premium Malt's, 2004,2.6
987,Suntory The Premium Malt's, 2005,3.5
988,Suntory The Premium Malt's, 2006,2.7222222222222223
989,Suntory The Premium Malt's, 2007,2.8
990,Suntory The Premium Malt's, 2008,2.966666666666667
991,Suntory The Premium Malt's, 2009,2.914285714285714
992,Suntory The Premium Malt's, 2010,2.4375
993,Suntory The Premium Malt's, 2011,2.5166666666666666
994,Suntory The Premium Malt's, 2012,2.5894736842105264
995,Suntory The Premium Malt's, 2013,2.6681818181818184
996,Suntory The Premium Malt's, 2014,2.58125
997,Suntory The Premium Malt's, 2015,2.7263157894736842
998,Suntory The Premium Malt's, 2016,2.66875
999,Suntory The Premium Malt's, 2017,2.6454545454545455
1000,Suntory The Premium Malt's, 2018,2.6
1001,Suntory The Premium Malt's, 2019,2.314285714285714
1002,Suntory The Premium Malt's, 2020,3.75
1003,Tiger Beer, 2000,3.0
1004,Tiger Beer, 2001,3.5200000000000005
1005,Tiger Beer, 2002,2.6093023255813956
1006,Tiger Beer, 2003,2.270175438596491
1007,Tiger Beer, 2004,2.1348484848484848
1008,Tiger Beer, 2005,2.019230769230769
1009,Tiger Beer, 2006,2.1577981651376144
1010,Tiger Beer, 2007,2.1056
1011,Tiger Beer, 2008,2.055769230769231
1012,Tiger Beer, 2009,1.981730769230769
1013,Tiger Beer, 2010,2.1064102564102565
1014,Tiger Beer, 2011,2.2404761904761905
1015,Tiger Beer, 2012,2.1471014492753624
1016,Tiger Beer, 2013,2.111111111111111
1017,Tiger Beer, 2014,2.125149700598802
1018,Tiger Beer, 2015,2.1219512195121952
1019,Tiger Beer, 2016,2.1402439024390243
1020,Tiger Beer, 2017,2.144
1021,Tiger Beer, 2018,2.246153846153846
1022,Tiger Beer, 2019,2.2851063829787237
1023,Tiger Beer, 2020,2.288888888888889
1024,Tiger Beer, 2021,4.0
1025,Tiger Radler Lemon, 2014,2.3666666666666667
1026,Tiger Radler Lemon, 2015,1.7666666666666666
1027,Tiger Radler Lemon, 2016,2.1
1028,Tiger Radler Lemon, 2017,2.48
1029,Tiger Radler Lemon, 2018,1.6
1030,Tiger Radler Lemon, 2019,1.5
1031,Tsingtao, 2000,2.075
1032,Tsingtao, 2001,2.2170731707317075
1033,Tsingtao, 2002,2.2016393442622952
1034,Tsingtao, 2003,2.120879120879121
1035,Tsingtao, 2004,2.173394495412844
1036,Tsingtao, 2005,2.0174311926605504
1037,Tsingtao, 2006,2.280689655172414
1038,Tsingtao, 2007,2.1433566433566433
1039,Tsingtao, 2008,1.9931506849315068
1040,Tsingtao, 2009,1.9267241379310345
1041,Tsingtao, 2010,1.8670731707317072
1042,Tsingtao, 2011,2.0110169491525425
1043,Tsingtao, 2012,1.9635838150289016
1044,Tsingtao, 2013,1.8697297297297295
1045,Tsingtao, 2014,2.000574712643678
1046,Tsingtao, 2015,1.9992753623188404
1047,Tsingtao, 2016,1.9813186813186814
1048,Tsingtao, 2017,2.4069767441860463
1049,Tsingtao, 2018,2.167692307692308
1050,Tsingtao, 2019,2.211904761904762
1051,Tsingtao, 2020,1.8461538461538463
1052,Tsingtao, 2021,2.9000000000000004
1053,Tsingtao Wheat Beer, 2018,2.946153846153846
1054,Tsingtao Wheat Beer, 2019,2.75
1055,Tsingtao Wheat Beer, 2020,2.642857142857143
1056,Victoria Bitter, 2001,2.26
1057,Victoria Bitter, 2002,2.409302325581395
1058,Victoria Bitter, 2003,1.8574074074074074
1059,Victoria Bitter, 2004,1.7125
1060,Victoria Bitter, 2005,1.7352941176470589
1061,Victoria Bitter, 2006,2.0241379310344825
1062,Victoria Bitter, 2007,2.0028571428571427
1063,Victoria Bitter, 2008,1.8259999999999998
1064,Victoria Bitter, 2009,1.66046511627907
1065,Victoria Bitter, 2010,1.9534482758620688
1066,Victoria Bitter, 2011,1.9546875
1067,Victoria Bitter, 2012,1.936842105263158
1068,Victoria Bitter, 2013,1.9565217391304348
1069,Victoria Bitter, 2014,2.0470588235294116
1070,Victoria Bitter, 2015,2.052941176470588
1071,Victoria Bitter, 2016,2.5
1072,Victoria Bitter, 2017,2.496
1073,Victoria Bitter, 2018,2.468421052631579
1074,Victoria Bitter, 2019,2.6423076923076922
